"peak","gene.name"
"3160","chr1_89063905_89066010","RP11-76N22.2"
"3161","chr1_89069718_89070874","RP11-76N22.2"
"3162","chr1_89071711_89072089","RP11-76N22.2"
"3163","chr1_89080897_89081477","RP11-76N22.2"
"3164","chr1_89085732_89086232","RP11-76N22.2"
"3165","chr1_89124476_89130578","RP11-76N22.2"
"3166","chr1_89151131_89151419","RP11-76N22.2"
"3167","chr1_89195482_89195722","PKN2"
"3168","chr1_89196985_89201657","PKN2"
"3169","chr1_89206408_89206766","PKN2"
"3170","chr1_89256946_89257489","PKN2"
"3171","chr1_89259090_89260730","PKN2"
"3172","chr1_89269243_89269723","PKN2"
"3173","chr1_89270426_89270937","PKN2"
"3174","chr1_89271564_89275103","PKN2"
"3175","chr1_89276608_89279918","PKN2"
"3176","chr1_89281019_89281093","PKN2"
"3177","chr1_89284337_89284786","PKN2"
"3178","chr1_89285308_89287769","PKN2"
"3179","chr1_89295162_89295647","PKN2"
"3180","chr1_89299861_89300032","PKN2"
"3181","chr1_89351226_89352619","GTF2B"
"3182","chr1_89354106_89355324","GTF2B"
"3183","chr1_89358192_89358978","GTF2B"
"3184","chr1_89407307_89408210","CCBL2"
"3185","chr1_89428951_89429584","CCBL2"
"3186","chr1_89444826_89445166","CCBL2"
"3187","chr1_89451157_89451266","CCBL2"
"3188","chr1_89454913_89455594","CCBL2"
"3189","chr1_89460230_89460777","CCBL2"
"3190","chr1_89483184_89483707","GBP3"
"3191","chr1_89488023_89488448","GBP3"
"3192","chr1_89488952_89489868","GBP3"
"3193","chr1_89519528_89520251","GBP1"
"3194","chr1_89523429_89526763","GBP1"
"3195","chr1_89592685_89593393","GBP2"
"3196","chr1_89594994_89595089","GBP2"
"3197","chr1_89598799_89599644","GBP2"
"3198","chr1_89600950_89601167","GBP2"
"3199","chr1_89602949_89604834","GBP2"
"3200","chr1_89605612_89612338","GBP2"
"3201","chr1_89615878_89616365","GBP2"
"3202","chr1_89620554_89621187","GBP7"
"3203","chr1_89622851_89623334","GBP7"
"3204","chr1_89626725_89627358","GBP7"
"3205","chr1_89629186_89634775","GBP7"
"3206","chr1_89635293_89636776","GBP7"
"3207","chr1_89637481_89637659","GBP7"
"3208","chr1_89641807_89642187","GBP7"
"3209","chr1_89643140_89643320","GBP7"
"3210","chr1_89652477_89653106","GBP4"
"3211","chr1_89655446_89655868","GBP4"
"3212","chr1_89657358_89658675","GBP4"
"3213","chr1_89659214_89660601","GBP4"
"3214","chr1_89723797_89726096","RP4-620F22.2"
"3215","chr1_89728304_89729001","RP4-620F22.2"
"3216","chr1_89739069_89740396","GBP5"
"3217","chr1_89753750_89756058","RP4-620F22.3"
"3218","chr1_89756569_89758649","RP4-620F22.3"
"3219","chr1_89799395_89799933","RP5-908D6.1"
"3220","chr1_89832805_89832871","GBP6"
"3221","chr1_89842557_89847653","GBP6"
"3222","chr1_89870800_89871414","GBP1P1"
"3223","chr1_89873779_89874237","GBP1P1"
"3224","chr1_89890501_89891180","GBP1P1"
"3225","chr1_89994299_89997072","LRRC8B"
"3226","chr1_90000866_90001364","LRRC8B"
"3227","chr1_90325030_90325751","RP11-302M6.4"
"3228","chr1_90983704_90984184","RP5-827O9.1"
"3229","chr1_90986997_90987048","RP5-827O9.1"
"3230","chr1_90989906_90990439","RP5-827O9.1"
"3231","chr1_91282956_91282967","RP4-665J23.1"
"3232","chr1_91404155_91404996","ZNF644"
"3233","chr1_91729849_91730250","HFM1"
"3234","chr1_91731072_91732922","HFM1"
"3235","chr1_91754209_91754222","HFM1"
"3236","chr1_91790464_91790834","HFM1"
"3237","chr1_91791687_91792330","HFM1"
"3238","chr1_91803199_91806045","HFM1"
"3239","chr1_91810707_91811234","HFM1"
"3240","chr1_91830601_91830803","HFM1"
"3241","chr1_92201924_92202442","TGFBR3"
"3242","chr1_92298153_92299810","TGFBR3"
"3243","chr1_92310084_92310485","TGFBR3"
"3244","chr1_92312012_92312218","TGFBR3"
"3245","chr1_92315585_92316594","TGFBR3"
"3246","chr1_92317772_92318260","TGFBR3"
"3247","chr1_92323890_92323923","TGFBR3"
"3248","chr1_92365634_92366108","TGFBR3"
"3249","chr1_92459589_92460573","BRDT"
"3250","chr1_92461672_92462259","BRDT"
"3251","chr1_92463623_92463840","BRDT"
"3252","chr1_92464772_92464967","BRDT"
"3253","chr1_92466770_92467226","BRDT"
"3254","chr1_92474075_92474565","BRDT"
"3255","chr1_92475811_92476797","BRDT"
"3256","chr1_92478560_92479152","BRDT"
"3257","chr1_92495648_92496024","EPHX4"
"3258","chr1_92502171_92502809","EPHX4"
"3259","chr1_92504584_92504664","EPHX4"
"3260","chr1_92563507_92563907","BTBD8"
"3261","chr1_92583486_92585096","BTBD8"
"3262","chr1_92599177_92599573","BTBD8"
"3263","chr1_92728706_92729154","GLMN"
"3264","chr1_92739838_92739990","GLMN"
"3265","chr1_92743191_92743596","GLMN"
"3266","chr1_92748992_92749431","GLMN"
"3267","chr1_92754668_92754892","GLMN"
"3268","chr1_92783588_92786909","RPAP2"
"3269","chr1_92804637_92805148","RPAP2"
"3270","chr1_92818302_92818761","RPAP2"
"3271","chr1_92831304_92835530","RPAP2"
"3272","chr1_92838785_92841011","RPAP2"
"3273","chr1_92845918_92845985","RPAP2"
"3274","chr1_92852261_92854860","RPAP2"
"3275","chr1_92858580_92859941","RPAP2"
"3276","chr1_92945157_92945611","GFI1"
"3277","chr1_92949945_92950259","GFI1"
"3278","chr1_92950921_92951756","GFI1"
"3279","chr1_92953262_92954030","GFI1"
"3280","chr1_92972608_92976276","EVI5"
"3281","chr1_92977516_92977970","EVI5"
"3282","chr1_92980354_92982120","EVI5"
"3283","chr1_92990362_92991366","EVI5"
"3284","chr1_92993737_92994745","EVI5"
"3285","chr1_93014225_93014376","EVI5"
"3286","chr1_93021532_93022013","EVI5"
"3287","chr1_93029017_93030463","EVI5"
"3288","chr1_93033552_93034223","EVI5"
"3289","chr1_93041927_93043273","EVI5"
"3290","chr1_93062148_93062663","EVI5"
"3291","chr1_93076208_93076890","EVI5"
"3292","chr1_93078195_93082504","EVI5"
"3293","chr1_93095873_93096286","EVI5"
"3294","chr1_93111764_93112056","EVI5"
"3295","chr1_93155551_93155665","EVI5"
"3296","chr1_93163584_93163593","EVI5"
"3297","chr1_93164429_93165149","EVI5"
"3298","chr1_93169815_93171779","EVI5"
"3299","chr1_93172718_93172726","EVI5"
"3300","chr1_93177302_93182061","EVI5"
"3301","chr1_93186583_93187118","EVI5"
"3302","chr1_93194804_93195128","EVI5"
"3303","chr1_93219358_93219968","EVI5"
"3304","chr1_93304619_93305054","RPL5"
"3305","chr1_93317164_93317690","FAM69A"
"3306","chr1_93336607_93336885","FAM69A"
"3307","chr1_93341050_93341068","FAM69A"
"3308","chr1_93344958_93347476","FAM69A"
"3309","chr1_93358214_93358627","FAM69A"
"3310","chr1_93364519_93364912","FAM69A"
"3311","chr1_93447050_93449473","AC093577.1"
"3312","chr1_93559271_93559420","MTF2"
"3313","chr1_93591619_93592148","MTF2"
"3314","chr1_93615936_93615946","TMED5"
"3315","chr1_93629426_93629939","TMED5"
"3316","chr1_93642551_93642778","TMED5"
"3317","chr1_93672205_93672465","CCDC18"
"3318","chr1_93680607_93682283","CCDC18"
"3319","chr1_93692940_93693725","CCDC18"
"3320","chr1_93695546_93696100","CCDC18"
"3321","chr1_93703900_93704608","CCDC18"
"3322","chr1_93706116_93706224","CCDC18"
"3323","chr1_93707829_93708414","CCDC18"
"3324","chr1_93709161_93709511","CCDC18"
"3325","chr1_93749352_93752201","RP4-717I23.3"
"3326","chr1_93758704_93759485","RP4-717I23.3"
"3327","chr1_93813946_93814462","DR1"
"3328","chr1_93816883_93818661","DR1"
"3329","chr1_93850508_93851138","Y_RNA"
"3330","chr1_93988692_93989260","FNBP1L"
"3331","chr1_93990035_93990674","FNBP1L"
"3332","chr1_93991219_93991756","FNBP1L"
"3333","chr1_94004994_94005224","FNBP1L"
"3334","chr1_94017180_94018106","FNBP1L"
"3335","chr1_94027050_94027359","BCAR3"
"3336","chr1_94045739_94045903","BCAR3"
"3337","chr1_94061480_94061758","BCAR3"
"3338","chr1_94092265_94092671","BCAR3"
"3339","chr1_94094553_94094838","BCAR3"
"3340","chr1_94106252_94106463","BCAR3"
"3341","chr1_94236960_94237931","BCAR3"
"3342","chr1_94247263_94248020","BCAR3"
"3343","chr1_94285822_94286213","BCAR3"
"3344","chr1_94298864_94299199","BCAR3"
"3345","chr1_94302647_94303617","BCAR3"
"3346","chr1_94335909_94336160","DNTTIP2"
"3347","chr1_94339629_94339958","DNTTIP2"
"3348","chr1_94345287_94345754","DNTTIP2"
"3349","chr1_94463750_94464034","ABCA4"
"3350","chr1_94481435_94481854","ABCA4"
"3351","chr1_94504790_94504893","ABCA4"
"3352","chr1_94541194_94543256","ABCA4"
"3353","chr1_94614349_94615434","RN7SL440P"
"3354","chr1_94626296_94626341","ARHGAP29"
"3355","chr1_94713327_94714273","ARHGAP29"
"3356","chr1_94716934_94717343","ARHGAP29"
"3357","chr1_94719802_94721815","ARHGAP29"
"3358","chr1_94735218_94735821","ARHGAP29"
"3359","chr1_94737339_94737564","ARHGAP29"
"3360","chr1_94741442_94741895","ARHGAP29"
"3361","chr1_94767755_94768564","GAPDHP29"
"3362","chr1_94790398_94790417","RP11-148B18.4"
"3363","chr1_94798431_94798869","RP11-148B18.3"
"3364","chr1_94883521_94884100","ABCD3"
"3365","chr1_94925429_94927910","ABCD3"
"3366","chr1_94962554_94963586","ABCD3"
"3367","chr1_94979075_94979572","ABCD3"
"3368","chr1_95116645_95118168","LINC01057"
"3369","chr1_95176909_95177234","LINC01057"
"3370","chr1_95216340_95216604","LINC01057"
"3371","chr1_95227582_95228027","LINC01057"
"3372","chr1_95233259_95234999","LINC01057"
"3373","chr1_96720963_96723731","RP5-898J17.1"
"3374","chr1_96739263_96739906","RP5-898J17.1"
"3375","chr1_97610694_97611191","DPYD"
"3376","chr1_97674758_97674807","DPYD"
"3377","chr1_97765253_97765357","DPYD"
"3378","chr1_97827835_97828248","DPYD"
"3379","chr1_97833826_97834317","DPYD"
"3380","chr1_97847965_97850414","DPYD"
"3381","chr1_97900898_97901620","DPYD"
"3382","chr1_97904373_97905031","DPYD"
"3383","chr1_97905618_97905872","DPYD"
"3384","chr1_97906607_97908344","DPYD"
"3385","chr1_97909218_97909705","DPYD"
"3386","chr1_97911737_97912229","DPYD"
"3387","chr1_97919472_97921991","DPYD"
"3388","chr1_97938312_97938462","DPYD"
"3389","chr1_97942474_97942724","DPYD"
"3390","chr1_98045354_98046158","DPYD"
"3391","chr1_98048196_98048666","DPYD"
"3392","chr1_98051081_98051458","DPYD"
"3393","chr1_98053462_98054605","DPYD"
"3394","chr1_98323319_98324565","DPYD"
"3395","chr1_98388335_98388886","DPYD"
"3396","chr1_99180254_99180713","SNX7"
"3397","chr1_99758059_99759523","LPPR4"
"3398","chr1_99766156_99766905","LPPR4"
"3399","chr1_99969135_99970865","RP11-413P11.1"
"3400","chr1_100132181_100133909","PALMD"
"3401","chr1_100152282_100152652","PALMD"
"3402","chr1_100184524_100184956","FRRS1"
"3403","chr1_100248696_100250528","RNU4-75P"
"3404","chr1_100307054_100307168","RP4-581O6.1"
"3405","chr1_100350863_100355404","AGL"
"3406","chr1_100356236_100360628","AGL"
"3407","chr1_100361157_100361600","AGL"
"3408","chr1_100362909_100363246","AGL"
"3409","chr1_100364750_100365161","AGL"
"3410","chr1_100377633_100378387","AGL"
"3411","chr1_100380733_100381100","AGL"
"3412","chr1_100382282_100383067","AGL"
"3413","chr1_100386081_100389532","AGL"
"3414","chr1_100439034_100442223","SLC35A3"
"3415","chr1_100443684_100446619","SLC35A3"
"3416","chr1_100449177_100450775","SLC35A3"
"3417","chr1_100452174_100453315","SLC35A3"
"3418","chr1_100455472_100455932","SLC35A3"
"3419","chr1_100459059_100460078","SLC35A3"
"3420","chr1_100463646_100464460","SLC35A3"
"3421","chr1_100491866_100491924","SLC35A3"
"3422","chr1_100510987_100511527","HIAT1"
"3423","chr1_100522882_100523701","HIAT1"
"3424","chr1_100530408_100531743","HIAT1"
"3425","chr1_100532665_100533109","HIAT1"
"3426","chr1_100535019_100536651","HIAT1"
"3427","chr1_100538054_100540372","HIAT1"
"3428","chr1_100543649_100544043","HIAT1"
"3429","chr1_100581123_100581406","SASS6"
"3430","chr1_100614208_100614857","TRMT13"
"3431","chr1_100626981_100627728","LRRC39"
"3432","chr1_100631367_100631461","LRRC39"
"3433","chr1_100683542_100683931","DBT"
"3434","chr1_100712768_100713714","DBT"
"3435","chr1_100714762_100714904","DBT"
"3436","chr1_100814836_100815356","CDC14A"
"3437","chr1_100868360_100868761","CDC14A"
"3438","chr1_100882559_100883255","CDC14A"
"3439","chr1_100894446_100897515","CDC14A"
"3440","chr1_100898227_100898387","CDC14A"
"3441","chr1_100921066_100921500","CDC14A"
"3442","chr1_100924946_100925456","CDC14A"
"3443","chr1_100926817_100928513","CDC14A"
"3444","chr1_100930492_100931309","CDC14A"
"3445","chr1_100941479_100943715","CDC14A"
"3446","chr1_100948936_100950216","CDC14A"
"3447","chr1_101002469_101003100","GPR88"
"3448","chr1_101003938_101006998","GPR88"
"3449","chr1_101051706_101052380","RP11-84O12.2"
"3450","chr1_101107683_101108065","RP11-84O12.4"
"3451","chr1_101187072_101187782","VCAM1"
"3452","chr1_101191034_101191455","VCAM1"
"3453","chr1_101193857_101194058","VCAM1"
"3454","chr1_101338201_101339212","EXTL2"
"3455","chr1_101346609_101346810","EXTL2"
"3456","chr1_101357139_101358039","EXTL2"
"3457","chr1_101380092_101380307","SLC30A7"
"3458","chr1_101388913_101389533","SLC30A7"
"3459","chr1_101407647_101408351","SLC30A7"
"3460","chr1_101435973_101436616","SLC30A7"
"3461","chr1_103509245_103509726","COL11A1"
"3462","chr1_103514859_103515456","COL11A1"
"3463","chr1_103524737_103526745","COL11A1"
"3464","chr1_103561632_103562435","COL11A1"
"3465","chr1_104057291_104057616","RP11-153F1.1"
"3466","chr1_107738917_107739609","NTNG1"
"3467","chr1_107777333_107777679","NTNG1"
"3468","chr1_107782138_107782689","NTNG1"
"3469","chr1_107783475_107783480","NTNG1"
"3470","chr1_107784646_107787738","NTNG1"
"3471","chr1_107788911_107789259","NTNG1"
"3472","chr1_107790033_107790935","NTNG1"
"3473","chr1_107795452_107796337","NTNG1"
"3474","chr1_107802635_107803137","NTNG1"
"3475","chr1_107803962_107805134","NTNG1"
"3476","chr1_107821329_107821758","NTNG1"
"3477","chr1_107829031_107830185","NTNG1"
"3478","chr1_107834775_107835684","NTNG1"
"3479","chr1_107838337_107838422","NTNG1"
"3480","chr1_107840398_107841265","NTNG1"
"3481","chr1_107842124_107842727","NTNG1"
"3482","chr1_107843857_107845285","NTNG1"
"3483","chr1_107862041_107862415","NTNG1"
"3484","chr1_107871471_107872331","NTNG1"
"3485","chr1_107873403_107873698","NTNG1"
"3486","chr1_107876300_107878173","NTNG1"
"3487","chr1_107894789_107894912","NTNG1"
"3488","chr1_107895733_107896273","NTNG1"
"3489","chr1_107896931_107898325","NTNG1"
"3490","chr1_107899985_107900694","NTNG1"
"3491","chr1_107914076_107914808","NTNG1"
"3492","chr1_107919976_107920407","NTNG1"
"3493","chr1_107927817_107928043","NTNG1"
"3494","chr1_107934760_107937670","NTNG1"
"3495","chr1_107940695_107944146","NTNG1"
"3496","chr1_107950198_107950838","NTNG1"
"3497","chr1_107953255_107953333","NTNG1"
"3498","chr1_107954651_107955154","NTNG1"
"3499","chr1_107962633_107966212","NTNG1"
"3500","chr1_108114046_108114678","VAV3"
"3501","chr1_108117865_108119077","VAV3"
"3502","chr1_108125404_108126019","VAV3"
"3503","chr1_108130758_108131285","VAV3"
"3504","chr1_108140974_108142200","VAV3"
"3505","chr1_108152616_108153241","VAV3"
"3506","chr1_108199051_108201414","VAV3"
"3507","chr1_108209579_108209763","VAV3"
"3508","chr1_108214669_108215050","VAV3"
"3509","chr1_108504779_108506038","VAV3"
"3510","chr1_108508011_108508056","VAV3"
"3511","chr1_108512411_108512904","VAV3-AS1"
"3512","chr1_108559076_108562516","AL390036.1"
"3513","chr1_108678657_108679163","SLC25A24"
"3514","chr1_108679783_108680170","SLC25A24"
"3515","chr1_108691203_108694930","SLC25A24"
"3516","chr1_108695474_108695955","SLC25A24"
"3517","chr1_108697030_108697217","SLC25A24"
"3518","chr1_108699346_108700573","SLC25A24"
"3519","chr1_108701475_108705831","SLC25A24"
"3520","chr1_108708921_108709650","SLC25A24"
"3521","chr1_108742962_108743087","SLC25A24"
"3522","chr1_108744888_108749411","SLC25A24"
"3523","chr1_108828046_108828552","SLC25A24P1"
"3524","chr1_108830533_108830903","SLC25A24P1"
"3525","chr1_108852185_108852899","SLC25A24P1"
"3526","chr1_108862660_108863477","SLC25A24P1"
"3527","chr1_108871328_108871667","SLC25A24P1"
"3528","chr1_108876158_108878374","SLC25A24P1"
"3529","chr1_108879608_108879761","SLC25A24P1"
"3530","chr1_108881301_108881674","SLC25A24P1"
"3531","chr1_108889150_108889707","SLC25A24P1"
"3532","chr1_108896206_108896522","SLC25A24P1"
"3533","chr1_108898056_108898552","SLC25A24P1"
"3534","chr1_108956043_108957510","NBPF6"
"3535","chr1_108961131_108961682","NBPF6"
"3536","chr1_108962275_108964680","NBPF6"
"3537","chr1_109040203_109043042","ST13P21"
"3538","chr1_109099297_109102259","FAM102B"
"3539","chr1_109104510_109105139","FAM102B"
"3540","chr1_109111378_109114781","FAM102B"
"3541","chr1_109133631_109134781","FAM102B"
"3542","chr1_109138498_109138798","FAM102B"
"3543","chr1_109160244_109160486","FAM102B"
"3544","chr1_109161762_109163885","FAM102B"
"3545","chr1_109164690_109164899","FAM102B"
"3546","chr1_109169764_109170761","FAM102B"
"3547","chr1_109178105_109178165","FAM102B"
"3548","chr1_109184550_109185423","FAM102B"
"3549","chr1_109193587_109194212","HENMT1"
"3550","chr1_109199473_109200306","HENMT1"
"3551","chr1_109201149_109201521","HENMT1"
"3552","chr1_109204482_109204882","HENMT1"
"3553","chr1_109239333_109242381","PRPF38B"
"3554","chr1_109253425_109253870","FNDC7"
"3555","chr1_109262541_109262578","FNDC7"
"3556","chr1_109263144_109264449","FNDC7"
"3557","chr1_109273658_109274283","FNDC7"
"3558","chr1_109277351_109277989","FNDC7"
"3559","chr1_109281372_109284254","FNDC7"
"3560","chr1_109290851_109291601","STXBP3"
"3561","chr1_109294454_109295249","STXBP3"
"3562","chr1_109299868_109299892","STXBP3"
"3563","chr1_109306944_109308046","STXBP3"
"3564","chr1_109313156_109313272","STXBP3"
"3565","chr1_109360985_109361465","AKNAD1"
"3566","chr1_109368694_109369661","AKNAD1"
"3567","chr1_109370684_109373472","AKNAD1"
"3568","chr1_109389593_109390690","AKNAD1"
"3569","chr1_109391564_109393682","AKNAD1"
"3570","chr1_109395922_109398643","AKNAD1"
"3571","chr1_109399311_109399787","AKNAD1"
"3572","chr1_109404833_109405234","AKNAD1"
"3573","chr1_109424452_109427515","AKNAD1"
"3574","chr1_109466154_109467690","AKNAD1"
"3575","chr1_109477785_109478204","AKNAD1"
"3576","chr1_109478757_109479366","AKNAD1"
"3577","chr1_109482705_109485453","AKNAD1"
"3578","chr1_109488957_109489282","AKNAD1"
"3579","chr1_109490033_109491566","AKNAD1"
"3580","chr1_109493372_109495014","AKNAD1"
"3581","chr1_109497886_109500396","AKNAD1"
"3582","chr1_109501611_109505555","AKNAD1"
"3583","chr1_109529838_109530248","WDR47"
"3584","chr1_109530804_109533335","WDR47"
"3585","chr1_109545851_109550615","WDR47"
"3586","chr1_109555424_109556345","WDR47"
"3587","chr1_109559889_109560063","WDR47"
"3588","chr1_109560609_109560736","WDR47"
"3589","chr1_109563045_109563664","WDR47"
"3590","chr1_109568264_109569531","WDR47"
"3591","chr1_109573569_109574522","WDR47"
"3592","chr1_109607156_109608064","TAF13"
"3593","chr1_109611325_109611735","TAF13"
"3594","chr1_109615357_109618048","TAF13"
"3595","chr1_109618681_109633294","TAF13"
"3596","chr1_109634283_109635470","TMEM167B"
"3597","chr1_109636334_109636943","TMEM167B"
"3598","chr1_109639809_109640841","SCARNA2"
"3599","chr1_109643079_109644008","SCARNA2"
"3600","chr1_109649605_109649908","C1orf194"
"3601","chr1_109655414_109657377","C1orf194"
"3602","chr1_109667643_109670333","KIAA1324"
"3603","chr1_109687254_109688620","KIAA1324"
"3604","chr1_109711904_109712519","KIAA1324"
"3605","chr1_109739457_109741149","KIAA1324"
"3606","chr1_109759746_109760099","SARS"
"3607","chr1_109761937_109764387","SARS"
"3608","chr1_109772911_109774433","SARS"
"3609","chr1_109776420_109777593","SARS"
"3610","chr1_109788064_109795101","CELSR2"
"3611","chr1_109796775_109798183","CELSR2"
"3612","chr1_109801684_109804197","CELSR2"
"3613","chr1_109806858_109808833","CELSR2"
"3614","chr1_109813101_109813502","CELSR2"
"3615","chr1_109815809_109820330","CELSR2"
"3616","chr1_109820879_109824541","PSRC1"
"3617","chr1_109825535_109827245","PSRC1"
"3618","chr1_109863562_109864833","SORT1"
"3619","chr1_109882358_109882359","SORT1"
"3620","chr1_109883463_109883825","SORT1"
"3621","chr1_109885620_109888349","SORT1"
"3622","chr1_109892532_109893131","SORT1"
"3623","chr1_109894811_109897857","SORT1"
"3624","chr1_109899786_109902095","SORT1"
"3625","chr1_109904485_109904860","SORT1"
"3626","chr1_109905575_109907026","SORT1"
"3627","chr1_109907780_109908728","SORT1"
"3628","chr1_109909878_109913504","SORT1"
"3629","chr1_109923466_109923810","SORT1"
"3630","chr1_109933761_109934874","SORT1"
"3631","chr1_109946562_109946810","PSMA5"
"3632","chr1_110011345_110012622","SYPL2"
"3633","chr1_110029367_110031751","ATXN7L2"
"3634","chr1_110033585_110035860","ATXN7L2"
"3635","chr1_110053569_110054251","AMIGO1"
"3636","chr1_110083228_110085223","GPR61"
"3637","chr1_110088035_110088517","GPR61"
"3638","chr1_110102041_110102582","GNAI3"
"3639","chr1_110106037_110106727","GNAI3"
"3640","chr1_110116589_110116591","GNAI3"
"3641","chr1_110196859_110197359","GSTM4"
"3642","chr1_110202719_110203803","GSTM4"
"3643","chr1_110207344_110208379","GSTM4"
"3644","chr1_110209111_110213780","GSTM2"
"3645","chr1_110214884_110215223","GSTM2"
"3646","chr1_110229678_110230058","GSTM2"
"3647","chr1_110235631_110236216","GSTM2"
"3648","chr1_110237835_110238149","GSTM2"
"3649","chr1_110240026_110240137","GSTM2"
